DATE,OPEN,HIGH,LOW,CLOSE,NO.OFSHARES,NO.OFTRADES
24-11-2016,468.00,468.00,450.00,453.05,557557,8768
23-11-2016,467.00,475.00,462.10,471.40,364408,6510
22-11-2016,463.30,471.15,453.50,464.90,406079,6724
21-11-2016,468.50,472.60,451.55,456.90,430117,7202
18-11-2016,470.00,473.50,462.10,471.00,426532,6485
17-11-2016,461.00,476.20,459.80,472.60,1197547,9256
16-11-2016,467.00,471.50,450.00,457.90,749841,11720
15-11-2016,485.70,486.70,451.60,457.25,1176122,17457
11-11-2016,529.80,530.00,505.25,507.40,517900,8040
10-11-2016,536.90,549.20,532.00,534.15,648751,10332
09-11-2016,501.00,543.40,500.00,534.40,926102,16897
08-11-2016,517.00,542.25,516.30,540.20,1194742,17749
07-11-2016,513.00,520.90,505.50,507.30,501442,8182
04-11-2016,510.00,515.95,501.85,512.10,588198,8757
03-11-2016,511.70,521.50,506.00,510.25,628245,9722
02-11-2016,525.00,526.50,513.00,514.00,769898,8393
01-11-2016,533.00,538.30,525.20,530.95,657070,9054
30-10-2016,537.00,537.00,530.00,532.35,60815,1379
28-10-2016,526.00,539.15,525.05,535.85,459170,7458
27-10-2016,514.00,525.65,510.65,521.85,925997,14977
26-10-2016,550.85,550.85,523.95,529.50,738437,11814
25-10-2016,547.70,560.85,547.70,553.10,570629,7882
24-10-2016,545.10,563.00,543.50,559.10,545703,8219
21-10-2016,547.50,550.10,542.00,544.55,301526,5847
20-10-2016,554.00,554.40,546.50,547.30,425385,5466
19-10-2016,551.80,554.50,545.10,550.25,507103,5833
18-10-2016,550.00,555.50,549.00,553.55,321279,4689
17-10-2016,557.50,558.10,545.20,547.05,245365,3793
14-10-2016,546.90,557.25,546.10,555.45,528146,6902
13-10-2016,558.65,559.40,537.05,544.30,893818,7530
10-10-2016,570.20,571.05,561.00,562.10,212406,3766
07-10-2016,554.00,567.00,552.85,565.70,836483,9392
06-10-2016,563.00,564.20,549.00,551.25,438414,5357
05-10-2016,555.00,561.50,549.80,558.10,544654,7672
04-10-2016,547.00,550.90,541.00,549.35,488446,6015
03-10-2016,542.90,546.25,539.65,540.70,371666,6396
30-09-2016,525.20,536.60,522.10,534.75,522539,7881
29-09-2016,545.00,546.90,517.20,526.20,538737,8711
28-09-2016,532.10,545.35,531.75,539.85,831294,6702
27-09-2016,536.55,542.00,530.70,531.95,514701,7172
26-09-2016,552.00,552.00,533.80,535.55,586754,8363
23-09-2016,560.00,560.00,551.50,553.35,480870,5937
22-09-2016,560.00,562.00,551.85,558.30,450705,6934
21-09-2016,548.60,556.20,544.50,549.95,418133,8740
20-09-2016,554.50,555.65,545.55,547.60,528048,7657
19-09-2016,553.80,555.45,549.70,553.50,1214715,6465
16-09-2016,560.10,568.00,546.40,548.90,572507,7586
15-09-2016,561.40,566.00,555.65,557.25,371007,5499
14-09-2016,555.15,565.90,544.30,561.40,1262905,10968
12-09-2016,557.25,559.90,549.45,554.15,1073646,12587
09-09-2016,580.00,580.10,571.70,573.00,342627,7698
08-09-2016,589.05,591.35,577.80,584.55,512782,8959
07-09-2016,590.00,598.60,584.50,587.70,2928176,18675
06-09-2016,555.00,593.10,555.00,589.35,2529347,19065
02-09-2016,552.00,555.50,548.30,549.80,1984134,13217
01-09-2016,540.05,546.70,539.50,543.65,1790886,11114
31-08-2016,529.00,548.15,529.00,537.45,1887721,20435
30-08-2016,529.70,530.80,524.05,528.30,1408605,8166
29-08-2016,520.00,528.05,515.80,524.70,2203887,22379
26-08-2016,500.35,515.00,486.10,503.65,1923098,21823
25-08-2016,498.05,503.10,491.25,493.75,351128,5477
24-08-2016,504.55,505.90,493.80,498.00,664505,7439
23-08-2016,504.10,508.60,500.35,503.55,844672,9293
22-08-2016,510.00,513.50,503.00,503.75,849012,5525
19-08-2016,514.00,514.80,508.25,510.00,551765,4185
18-08-2016,512.00,518.00,511.10,511.95,1011071,5671
17-08-2016,511.90,514.35,506.40,510.25,473514,5960
16-08-2016,514.70,515.00,503.20,506.90,1046769,8377
12-08-2016,509.35,518.50,505.00,515.25,847928,9553
11-08-2016,502.40,505.00,495.45,502.30,368498,4477
10-08-2016,515.00,516.00,502.20,503.30,741168,8565
09-08-2016,521.00,522.00,509.80,513.70,511128,6704
08-08-2016,517.90,522.20,513.55,513.95,773578,4840
05-08-2016,506.00,519.30,502.25,516.35,612995,8731
04-08-2016,491.00,501.80,488.25,500.30,716551,10217
03-08-2016,495.35,499.80,476.25,479.15,549891,9445
02-08-2016,511.00,511.15,492.00,493.85,374693,5091
01-08-2016,504.00,514.85,504.00,508.10,543191,7202
29-07-2016,507.00,510.35,501.00,503.00,344952,5204
28-07-2016,511.00,512.05,499.10,505.85,319385,4266
27-07-2016,505.00,513.00,505.00,510.10,431415,7859
26-07-2016,506.60,513.50,501.65,503.15,723526,13111
25-07-2016,506.50,511.00,503.60,508.90,464243,10758
22-07-2016,495.00,507.90,493.10,506.40,808775,14853
21-07-2016,498.40,500.00,489.45,490.65,559960,7069
20-07-2016,499.00,502.05,492.50,493.80,1003311,8211
19-07-2016,494.00,503.50,493.05,498.15,842523,9971
18-07-2016,496.90,505.00,490.60,492.65,814252,11717
15-07-2016,481.00,501.20,480.00,492.90,1387973,14985
14-07-2016,480.00,489.05,478.90,485.70,571338,8160
13-07-2016,486.00,487.85,478.05,479.95,526249,7522
12-07-2016,485.00,488.65,481.10,484.20,1036625,14152
11-07-2016,471.10,486.40,471.10,484.50,1514220,17521
08-07-2016,463.25,467.50,462.90,465.20,1440996,12780
07-07-2016,462.60,465.45,454.00,455.25,653643,7993
05-07-2016,468.90,468.90,459.40,460.55,530451,6010
04-07-2016,467.90,474.80,467.90,468.90,807283,9060
01-07-2016,463.00,464.80,455.00,457.90,488359,6363
30-06-2016,454.00,461.95,452.00,459.25,912471,13885
29-06-2016,445.20,449.50,445.20,447.10,487858,6789
28-06-2016,449.90,449.90,438.35,440.35,913074,13247
27-06-2016,451.00,457.45,443.70,448.60,1155577,16400
24-06-2016,439.20,453.45,425.00,449.00,3569184,54652
23-06-2016,475.55,489.60,475.55,488.00,1231130,15095
22-06-2016,483.90,484.70,468.15,472.50,754047,10364
21-06-2016,482.50,486.15,477.25,485.00,604083,10056
20-06-2016,463.50,483.15,460.40,481.65,906766,13352
17-06-2016,460.00,464.90,457.40,463.20,717575,10965
16-06-2016,451.50,455.00,446.25,454.00,608911,9813
15-06-2016,450.00,453.00,447.35,452.20,526783,10058
14-06-2016,448.10,453.75,441.20,448.40,1047844,11218
13-06-2016,450.00,451.00,436.90,444.25,840975,13505
10-06-2016,467.90,467.90,455.10,457.20,440858,7216
09-06-2016,467.80,470.25,464.75,466.70,473127,9056
08-06-2016,465.00,468.70,462.95,466.30,3469132,9047
07-06-2016,466.95,467.00,458.65,463.05,1169024,12270
06-06-2016,457.25,464.90,450.50,460.75,608593,9558
03-06-2016,456.55,461.75,452.30,453.90,784791,9758
02-06-2016,445.00,460.30,443.95,453.20,1105284,16093
01-06-2016,455.70,458.20,446.25,449.20,720409,12075
31-05-2016,456.30,463.90,444.15,458.20,3231089,48511
30-05-2016,405.40,421.90,401.60,420.55,1171008,19322
27-05-2016,400.00,404.65,395.95,403.50,672984,9719
26-05-2016,399.00,401.70,396.85,399.30,318249,5850
25-05-2016,393.55,399.70,393.55,397.00,507837,9078
24-05-2016,384.40,392.00,382.35,389.25,541437,8169
23-05-2016,388.00,389.90,380.55,382.75,523527,8228
20-05-2016,386.25,392.50,383.30,384.55,591312,10114
19-05-2016,385.25,393.15,383.10,387.70,1297826,10449
18-05-2016,384.00,387.40,381.80,385.00,935847,10903
17-05-2016,391.50,395.00,387.30,389.90,554187,9356
16-05-2016,393.80,396.75,389.60,392.55,500083,8554
13-05-2016,390.00,393.80,385.85,390.00,803589,10968
12-05-2016,384.00,388.60,380.00,387.20,575091,7772
11-05-2016,386.00,391.90,376.05,380.10,1034617,16318
10-05-2016,401.00,401.85,387.20,388.90,748851,13961
09-05-2016,401.00,405.25,395.55,403.35,749845,11445
06-05-2016,390.40,400.65,384.45,398.70,567722,8827
05-05-2016,383.50,395.95,383.50,391.20,561389,8909
04-05-2016,406.75,406.75,380.50,381.80,1148659,14910
03-05-2016,411.40,421.85,407.70,409.50,1002103,11852
02-05-2016,410.00,410.40,395.00,407.30,310585,5586
29-04-2016,410.05,413.70,403.50,408.85,659186,9204
28-04-2016,419.80,420.85,409.10,410.90,825129,6377
27-04-2016,419.95,425.00,414.75,418.60,370072,6119
26-04-2016,410.00,423.50,405.35,419.30,523458,10189
25-04-2016,417.80,418.00,410.00,411.35,252540,4706
22-04-2016,411.45,419.90,408.30,416.95,491312,9186
21-04-2016,408.70,417.00,406.10,411.45,556856,9108
20-04-2016,409.70,410.10,401.10,404.05,444042,9061
18-04-2016,408.85,409.45,402.55,407.10,288132,5645
13-04-2016,399.85,411.65,398.30,408.55,836729,16520
12-04-2016,389.40,396.65,387.25,395.10,625137,10237
11-04-2016,373.25,387.20,373.25,385.85,505385,8895
08-04-2016,375.10,379.90,371.30,372.20,371753,6001
07-04-2016,377.20,384.70,370.75,375.10,574115,10106
06-04-2016,374.00,382.50,372.00,377.20,517434,10286
05-04-2016,387.00,387.00,368.40,370.50,402992,7879
04-04-2016,385.35,390.90,382.75,388.05,423075,8866
01-04-2016,388.40,388.40,377.60,379.55,494809,12565
31-03-2016,389.80,393.50,380.60,386.30,655007,11412
30-03-2016,380.65,392.00,377.10,388.90,808289,11102
29-03-2016,365.80,378.25,363.20,372.80,608217,9221
28-03-2016,376.00,376.70,361.65,363.25,788572,7801
23-03-2016,378.70,379.35,374.00,376.95,549063,10172
22-03-2016,375.00,381.25,370.55,376.90,611954,9595
21-03-2016,365.65,375.20,365.65,374.55,656543,12060
18-03-2016,362.00,367.35,362.00,365.90,493650,7205
17-03-2016,366.05,369.45,358.40,361.05,548079,6285
16-03-2016,360.00,363.30,353.30,359.85,685732,10781
15-03-2016,368.00,370.65,359.60,360.65,876020,11145
14-03-2016,359.00,370.25,359.00,365.90,704934,12484
11-03-2016,349.40,355.90,345.30,354.00,855759,12033
10-03-2016,348.40,353.45,342.10,348.40,679925,9351
09-03-2016,343.00,349.00,336.40,347.75,637221,9431
08-03-2016,345.00,353.90,341.45,345.70,709068,10082
04-03-2016,339.00,348.50,338.45,343.55,936761,16131
03-03-2016,324.10,339.90,321.75,336.35,1162610,18455
02-03-2016,320.50,325.75,314.75,317.00,744856,12614
01-03-2016,300.30,316.90,300.30,315.30,562155,9431
29-02-2016,302.20,305.55,290.45,300.25,1454828,14856
26-02-2016,303.00,305.35,297.75,302.20,473173,7548
25-02-2016,308.80,311.35,296.00,298.00,511217,8709
24-02-2016,316.00,316.00,305.50,306.90,507082,8300
23-02-2016,323.90,324.95,314.70,318.45,688142,9200
22-02-2016,320.50,324.25,314.00,318.80,650200,8995
19-02-2016,312.10,319.60,311.30,317.50,1841342,8592
18-02-2016,315.15,319.00,306.60,313.70,778426,12267
17-02-2016,302.75,313.50,298.65,310.10,1026716,15298
16-02-2016,319.50,323.95,299.00,301.00,1381282,17141
15-02-2016,299.50,320.65,297.45,316.45,1598792,18982
12-02-2016,281.00,304.35,272.00,298.65,2558034,29523
11-02-2016,299.00,299.25,266.00,275.65,1819951,23177
10-02-2016,310.95,310.95,289.00,291.85,2408421,18951
09-02-2016,320.00,322.80,309.25,310.60,868666,17766
08-02-2016,337.85,337.85,322.00,323.95,548566,7542
05-02-2016,330.55,338.70,327.00,337.25,517572,7376
04-02-2016,325.30,329.10,321.55,325.95,632649,7698
03-02-2016,328.00,328.00,317.25,320.50,952385,9864
02-02-2016,343.10,344.60,328.10,329.70,758548,9555
01-02-2016,340.00,342.20,332.60,338.35,445119,6524
29-01-2016,333.70,340.15,324.25,336.70,673057,10471
28-01-2016,337.90,341.25,332.25,334.00,752855,5775
27-01-2016,336.55,341.00,333.35,337.15,519337,6612
25-01-2016,345.00,345.50,331.65,332.90,1143028,8400
22-01-2016,334.05,345.80,331.50,339.35,621768,8526
21-01-2016,341.70,344.00,323.35,329.40,1931780,22646
20-01-2016,350.00,350.00,338.75,342.05,852451,9959
19-01-2016,343.00,356.55,342.05,354.05,702409,8148
18-01-2016,339.00,343.20,334.85,341.40,667309,6765
15-01-2016,354.00,354.00,339.50,341.55,1047517,11590
14-01-2016,357.00,358.80,346.85,354.85,1174004,13205
13-01-2016,359.10,369.70,356.25,364.45,1176380,13616
12-01-2016,362.00,364.45,352.25,355.05,733232,10725
11-01-2016,350.00,364.50,341.80,360.65,1186336,14636
08-01-2016,346.90,355.90,345.30,353.45,1097561,10729
07-01-2016,356.50,359.85,338.40,343.20,1142537,16857
06-01-2016,378.00,378.00,364.60,365.70,677259,10175
05-01-2016,380.30,382.50,373.10,374.65,473686,8004
04-01-2016,400.00,400.00,375.30,377.15,771279,11182
01-01-2016,393.80,402.90,391.30,401.65,394262,5930
31-12-2015,394.40,395.90,389.30,391.25,219445,3360
30-12-2015,394.00,394.90,390.60,393.50,176897,3343
29-12-2015,393.05,397.65,388.60,390.85,442523,6432
28-12-2015,384.00,394.35,383.00,393.25,458236,7024
24-12-2015,380.00,384.70,378.15,382.40,257472,4144
23-12-2015,378.50,380.90,377.60,378.60,244870,3550
22-12-2015,381.90,382.90,377.00,377.85,352050,4539
21-12-2015,378.70,382.40,377.90,380.30,302957,4722
18-12-2015,382.90,384.75,376.85,378.20,418092,6629
17-12-2015,384.30,387.20,376.25,382.85,576998,8726
16-12-2015,378.00,384.90,373.00,380.60,1274754,13891
15-12-2015,372.00,380.65,365.10,379.30,681043,9958
14-12-2015,370.00,373.00,360.50,371.70,941674,12346
11-12-2015,391.00,392.80,375.30,377.95,803532,9152
10-12-2015,400.60,401.00,385.60,389.30,672785,9658
09-12-2015,402.40,404.85,392.85,393.95,470588,7449
08-12-2015,397.00,406.75,396.00,401.90,524482,7492
07-12-2015,403.80,403.80,395.80,398.95,580867,9385
04-12-2015,402.00,411.50,399.00,399.90,911789,10288
03-12-2015,408.00,411.95,404.45,405.40,444875,7869
02-12-2015,416.00,418.80,410.90,412.70,552109,8354
01-12-2015,425.50,427.10,416.10,417.40,403296,7483
30-11-2015,421.00,429.80,418.00,423.35,525219,8235
27-11-2015,424.20,431.90,416.50,417.55,789848,11291
26-11-2015,404.00,424.95,403.60,423.15,730331,12967
24-11-2015,399.00,406.15,397.10,401.05,398909,7128
23-11-2015,401.05,404.40,396.50,401.85,429808,6993
20-11-2015,407.25,410.50,401.70,402.85,389728,6641
19-11-2015,410.20,410.20,403.50,407.15,378083,6051
18-11-2015,408.20,413.25,403.50,405.45,477119,7164
17-11-2015,402.90,410.35,398.70,407.30,504894,7619
16-11-2015,400.90,404.30,394.25,400.20,668483,8052
13-11-2015,409.00,417.25,401.20,402.85,696807,9095
11-11-2015,408.80,414.30,408.80,411.75,160287,2857
10-11-2015,407.90,417.20,402.50,408.35,929627,13195
09-11-2015,372.00,413.00,372.00,411.65,1750497,22555
06-11-2015,400.70,404.10,392.60,396.25,749712,11811
05-11-2015,403.45,412.80,401.40,403.80,1327802,14810
04-11-2015,389.00,407.20,389.00,405.05,1273621,22511
03-11-2015,391.50,391.50,381.00,382.05,408769,6563
02-11-2015,387.00,392.00,384.10,387.20,287229,5456
30-10-2015,389.95,390.50,383.55,384.45,400209,6235
29-10-2015,387.25,396.90,384.20,391.25,783575,13652
28-10-2015,383.80,390.60,382.85,386.00,556050,7141
27-10-2015,384.10,386.50,382.00,383.15,293826,4096
26-10-2015,385.70,390.00,383.25,384.60,496579,5488
23-10-2015,383.50,388.50,382.00,382.95,447452,5897
21-10-2015,381.00,386.40,378.80,381.20,761582,9451
20-10-2015,379.90,395.20,377.50,383.00,1143453,16350
19-10-2015,384.00,384.00,376.60,378.50,663494,11029
16-10-2015,389.00,391.05,381.30,386.20,1120269,19300
15-10-2015,355.00,383.70,355.00,380.70,1769801,25301
14-10-2015,360.00,360.00,351.00,352.30,582710,9132
13-10-2015,361.65,365.50,355.10,360.95,837374,10143
12-10-2015,357.00,367.00,356.60,362.40,1283160,13943
09-10-2015,345.00,358.00,341.15,355.90,1632474,19734
08-10-2015,342.90,347.25,341.55,342.85,806398,10498
07-10-2015,333.90,344.95,329.15,341.20,1626789,23036
06-10-2015,320.00,334.90,320.00,333.50,1404644,24883
05-10-2015,301.90,322.00,301.70,315.20,1189578,17744
01-10-2015,300.10,301.00,291.75,297.00,691406,9522
30-09-2015,290.00,299.60,288.15,298.45,893665,12525
29-09-2015,280.10,294.75,279.15,288.65,1559041,19526
28-09-2015,305.00,305.00,283.80,285.25,1391573,20850
24-09-2015,312.00,312.00,302.00,303.65,773064,10749
23-09-2015,312.00,312.50,306.50,310.20,1033490,11848
22-09-2015,331.90,333.70,314.10,315.65,918926,11229
21-09-2015,326.80,334.80,326.00,331.60,529506,6715
18-09-2015,330.00,333.75,324.50,328.40,47021412,44515
16-09-2015,338.70,340.25,332.50,337.90,429270,6250
15-09-2015,347.00,347.00,332.55,333.95,846472,10158
14-09-2015,348.90,351.20,342.75,346.75,458738,8409
11-09-2015,354.80,359.00,342.60,345.55,1755558,18394
10-09-2015,340.00,356.50,331.45,354.25,1006749,14101
09-09-2015,335.05,350.35,333.65,344.90,913897,11930
08-09-2015,327.90,333.50,317.00,331.70,761849,9917
07-09-2015,328.80,332.75,320.50,323.60,817325,9573
04-09-2015,331.00,331.00,316.40,322.85,720284,10653
03-09-2015,329.70,339.70,327.00,333.35,799404,10165
02-09-2015,329.45,332.75,321.50,325.35,1260063,15748
01-09-2015,335.15,339.40,324.75,329.60,1101980,11274
31-08-2015,341.00,348.60,332.65,340.15,831850,10223
28-08-2015,340.55,343.00,335.50,340.40,1058627,11484
27-08-2015,338.00,342.25,328.25,334.70,1170291,17256
26-08-2015,324.90,341.60,318.70,336.80,1644923,15665
25-08-2015,308.05,332.00,306.25,329.20,1097298,13827
24-08-2015,313.90,318.80,304.10,309.70,2555987,24392
21-08-2015,340.00,340.00,328.00,332.75,1340816,12187
20-08-2015,350.00,350.00,341.00,342.10,1287527,14701
19-08-2015,350.00,355.00,344.35,351.10,1129802,9743
18-08-2015,357.00,358.35,348.70,349.70,598845,9066
17-08-2015,355.00,362.00,345.75,355.95,656186,9396
14-08-2015,352.95,359.50,345.25,355.35,1059698,11523
13-08-2015,358.00,360.95,348.25,349.40,2056325,16538
12-08-2015,367.00,367.00,353.70,355.30,1575358,14695
11-08-2015,387.20,387.80,367.50,369.80,2528536,17678
10-08-2015,384.00,395.60,382.20,385.85,1575697,18759
07-08-2015,384.00,395.50,382.00,392.55,1026890,15105
06-08-2015,377.00,384.50,373.50,382.90,1254818,16421
05-08-2015,379.00,388.35,375.00,376.75,1520128,13653
04-08-2015,386.00,390.00,378.05,380.95,1054325,12309
03-08-2015,385.00,394.55,381.60,388.15,1032587,8389
31-07-2015,380.80,390.40,380.40,384.35,565460,7718
30-07-2015,380.05,382.65,377.00,377.80,1075274,8579
29-07-2015,374.00,379.30,372.90,376.25,800284,9805
28-07-2015,374.80,375.10,366.25,370.45,967669,16197
27-07-2015,390.00,390.00,373.05,377.60,1241835,15066
24-07-2015,397.95,399.60,390.00,391.15,815462,9304
23-07-2015,389.55,403.10,385.00,401.35,1016330,14602
22-07-2015,390.00,392.50,385.00,389.25,398274,6773
21-07-2015,392.00,395.50,386.30,389.75,949851,9837
20-07-2015,399.90,401.85,390.10,391.20,576495,8474
17-07-2015,397.00,403.35,390.75,398.75,594386,10956
16-07-2015,396.00,398.55,392.60,395.10,428095,7315
15-07-2015,387.50,395.00,382.90,394.30,731813,13245
14-07-2015,403.00,403.00,381.15,385.75,1094452,20521
13-07-2015,406.60,406.60,397.30,402.25,498863,8346
10-07-2015,399.00,406.10,398.30,401.95,1056876,9726
09-07-2015,401.50,403.60,394.25,398.15,836490,12732
08-07-2015,425.50,425.50,400.00,405.15,1574963,23823
07-07-2015,435.00,438.00,428.05,431.80,620546,8920
06-07-2015,428.00,433.25,420.80,432.00,407708,6876
03-07-2015,437.00,437.00,430.50,433.35,272941,3762
02-07-2015,446.20,446.20,435.25,436.60,411964,8251
01-07-2015,436.95,447.40,431.75,444.80,655364,8666
30-06-2015,428.30,439.90,423.00,434.55,614222,6714
29-06-2015,430.00,432.50,419.00,428.85,589716,7647
26-06-2015,435.40,439.40,431.70,437.90,485262,6332
25-06-2015,432.00,438.20,429.45,434.40,519951,7693
24-06-2015,436.50,438.60,428.40,432.25,783754,6567
23-06-2015,443.50,447.30,435.20,436.15,501375,6970
22-06-2015,436.10,444.00,435.25,440.15,336115,5540
19-06-2015,445.45,445.45,431.70,432.90,431115,7137
18-06-2015,435.00,447.20,431.90,445.45,457739,9724
17-06-2015,436.50,437.50,426.75,433.70,688266,7749
16-06-2015,427.00,435.50,421.55,431.75,409183,6509
15-06-2015,426.50,427.80,418.45,426.20,492145,6139
12-06-2015,426.55,431.00,418.00,421.60,846343,10329
11-06-2015,447.60,449.00,428.65,430.35,1286814,11524
10-06-2015,440.50,449.30,436.05,446.45,531145,5751
09-06-2015,431.80,443.80,431.80,440.30,1137474,9745
08-06-2015,437.00,437.00,429.20,435.70,691798,7878
05-06-2015,446.90,448.65,439.25,442.60,1375054,14458
04-06-2015,457.25,457.35,445.50,452.15,916304,10932
03-06-2015,469.00,469.00,435.60,457.25,928841,18111
02-06-2015,474.00,478.20,465.20,467.20,1010956,13516
01-06-2015,482.80,483.00,470.95,472.15,476249,9975
29-05-2015,483.80,489.90,478.95,481.60,542751,7768
28-05-2015,474.70,486.80,472.75,483.55,568525,10234
27-05-2015,472.35,474.75,463.90,471.65,1366216,21627
26-05-2015,504.10,505.50,493.70,497.10,920176,14088
25-05-2015,513.90,514.50,503.10,505.20,406186,4823
22-05-2015,512.00,516.90,510.25,514.55,478088,4416
21-05-2015,506.05,512.60,506.00,511.20,363348,4676
20-05-2015,512.80,514.00,503.65,505.50,420167,6243
19-05-2015,519.00,519.00,508.95,510.10,799292,9477
18-05-2015,517.90,524.30,510.30,520.25,269494,4846
15-05-2015,518.10,524.35,517.40,519.45,1492573,5385
14-05-2015,524.90,524.90,510.70,516.40,374763,5597
13-05-2015,515.00,525.40,506.60,519.55,444514,7756
12-05-2015,526.00,526.00,511.25,513.75,663955,9751
11-05-2015,522.00,530.95,517.00,529.65,324619,8148
08-05-2015,497.00,515.50,497.00,513.50,430867,23005
07-05-2015,494.95,502.45,482.60,488.20,341716,15402
06-05-2015,510.00,510.00,496.00,497.65,382778,16480
05-05-2015,510.00,515.65,506.15,509.90,287641,13097
04-05-2015,513.40,516.15,498.00,506.70,383894,16869
30-04-2015,517.00,520.60,506.95,508.45,411201,11466
29-04-2015,527.00,527.35,517.10,519.95,381799,9832
28-04-2015,518.20,534.00,518.20,529.85,280309,11424
27-04-2015,519.00,522.65,513.75,517.30,217763,7921
24-04-2015,513.10,519.60,508.75,515.30,531681,10528
23-04-2015,524.65,527.60,508.40,511.60,363162,13774
22-04-2015,528.00,528.75,510.85,523.30,391165,12070
21-04-2015,535.00,537.90,523.40,527.10,222738,7451
20-04-2015,543.90,543.90,521.50,533.25,326886,14098
17-04-2015,541.00,544.45,533.00,535.20,219889,11273
16-04-2015,543.60,550.80,534.45,540.40,356752,17122
15-04-2015,552.80,553.00,538.00,540.30,840728,14609
13-04-2015,562.00,563.00,552.60,555.90,239876,8457
10-04-2015,558.65,568.80,555.55,561.85,196881,7397
09-04-2015,565.00,565.00,552.30,559.35,1518605,12549
08-04-2015,564.00,568.80,558.70,561.55,293469,9451
07-04-2015,569.00,570.30,553.80,560.05,305955,8876
06-04-2015,558.00,573.15,558.00,567.55,373212,13769
01-04-2015,544.18,561.00,542.00,558.57,465374,10645
31-03-2015,534.68,553.48,532.30,544.13,322938,11598
30-03-2015,533.29,537.25,526.17,534.23,595371,10465
27-03-2015,523.30,532.30,513.06,530.08,321322,12308
26-03-2015,529.33,532.90,517.02,520.58,369037,11795
25-03-2015,531.31,539.62,527.85,535.47,449052,17606
24-03-2015,545.16,546.55,522.90,527.26,310787,11657
23-03-2015,542.35,551.50,542.05,545.07,185040,8522
20-03-2015,543.29,544.18,535.27,541.80,235677,10453
19-03-2015,559.02,562.68,545.16,547.44,199095,8161
18-03-2015,565.94,565.94,550.71,554.17,303118,9581
17-03-2015,559.02,572.37,556.54,565.50,360478,13191
16-03-2015,552.14,559.66,549.32,551.89,126316,5467
13-03-2015,560.01,560.11,548.63,551.15,184485,7723
12-03-2015,549.12,560.50,548.92,558.08,229643,12272
11-03-2015,556.05,559.02,542.69,545.26,267907,12423
10-03-2015,561.79,566.39,553.08,554.22,276678,11968
09-03-2015,563.96,566.93,556.49,558.27,277802,10253
05-03-2015,569.06,571.43,562.18,564.61,251119,9387
04-03-2015,577.72,585.73,564.95,567.77,522186,17045
03-03-2015,577.27,577.27,566.44,568.51,254656,8744
02-03-2015,591.67,594.14,567.62,577.96,499629,19522
28-02-2015,570.15,592.81,558.62,587.36,657330,24669
27-02-2015,561.98,574.85,557.93,569.41,222785,8569
26-02-2015,563.47,566.24,552.29,554.27,228854,11683
25-02-2015,562.88,569.21,558.47,561.34,155091,7674
24-02-2015,568.91,571.88,554.27,559.07,236781,8459
23-02-2015,572.97,578.01,564.95,567.87,506232,10599
20-02-2015,573.86,578.21,566.93,572.67,319519,12651
19-02-2015,577.82,586.23,566.68,570.59,488756,17881
18-02-2015,567.43,579.55,555.06,576.92,587563,14580
16-02-2015,559.51,574.30,559.51,567.87,277527,10996
13-02-2015,558.23,561.29,549.96,559.66,231930,7695
12-02-2015,556.05,559.76,547.14,556.64,233909,9068
11-02-2015,561.98,564.46,548.13,553.33,243487,8845
10-02-2015,538.24,561.79,536.85,558.37,436699,15007
09-02-2015,545.16,548.33,535.37,536.85,332707,10276
06-02-2015,573.86,573.86,546.90,553.82,893964,27567
05-02-2015,582.76,596.47,575.94,583.31,678930,25150
04-02-2015,599.58,600.18,582.32,585.58,275786,9942
03-02-2015,590.68,605.57,588.95,595.67,658975,23136
02-02-2015,578.80,589.39,575.49,586.03,273366,10292
30-01-2015,594.78,597.55,574.90,578.76,387769,18238
29-01-2015,580.49,594.64,574.85,591.17,317098,14397
28-01-2015,593.65,596.52,580.93,582.91,435737,14335
27-01-2015,586.77,601.96,586.77,598.69,485638,14979
23-01-2015,567.58,584.49,567.43,581.67,639606,20102
22-01-2015,544.72,562.97,542.94,560.30,416660,18554
21-01-2015,550.11,553.72,540.76,545.56,407831,16768
20-01-2015,530.57,555.65,529.43,553.18,571137,19912
19-01-2015,520.43,533.98,517.76,533.04,368560,12182
16-01-2015,524.39,525.87,516.97,520.03,277994,10503
15-01-2015,524.39,530.32,518.20,526.81,474617,18328
14-01-2015,515.04,521.07,508.85,514.84,521222,15327
13-01-2015,516.77,520.43,510.14,514.05,348572,15820
12-01-2015,512.51,519.19,506.68,516.87,274107,8231
09-01-2015,513.11,519.44,510.54,516.32,345099,13660
08-01-2015,498.02,509.35,496.24,506.78,349366,14629
07-01-2015,491.09,495.40,484.22,488.77,561630,20698
06-01-2015,509.35,509.35,493.72,495.79,495466,17145
05-01-2015,505.98,520.43,502.03,518.55,583670,16168
02-01-2015,491.24,511.43,491.24,506.28,299490,11323
01-01-2015,487.38,494.46,487.38,492.97,107485,3623
31-12-2014,489.31,493.17,485.90,490.85,293229,9275
30-12-2014,492.87,494.41,485.31,488.67,193928,5016
29-12-2014,480.75,492.53,479.86,489.71,280290,9174
26-12-2014,480.75,482.58,474.42,479.91,429757,7609
24-12-2014,483.82,487.48,477.59,480.31,284745,8122
23-12-2014,489.76,495.89,480.46,482.73,203041,8336
22-12-2014,480.95,491.64,476.65,489.07,191066,7006
19-12-2014,483.82,492.58,478.87,480.85,361289,11915
